objectID,color,description,hierarchical_categories,price,product_type,showcase_image,tags,taxable,title,units_sold,weight
apparel-sample-data-2298678000,"[""blue""]","Discover the charm of our blue top featuring a rounded neckline and three-quarter length sleeves. Crafted from luxurious shiny fabric, this piece boasts a delightful ruffled detail at the neckline, perfect for both casual outings and sophisticated gatherings.","{""lvl0"": ""shirts"", ""lvl1"": ""shirts > tops""}",65,tops,https://storage.googleapis.com/landingpage-al/91435185_0.jpg,"[""blue"", ""ruched"", ""elegant""]",true,Blue Ruched Top,890,0.58
apparel-sample-data-2298670000,"[""blue"", ""green"", ""red""]","Discover the charm of our blue floral print top, designed with a flattering v-neckline and short sleeves. Crafted from a blend of comfortable polyester and rayon, this top offers a relaxed fit and a loose silhouette, perfect for pairing with high-waisted skirts or wide-leg pants. The vibrant floral print showcases a harmonious mix of blue, green, and red hues, making it a versatile choice for various occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91433530_0.jpg,"[""floral"", ""bohemian"", ""contemporary"", ""relaxed fit""]",true,Blue Floral Print Blouse,875,0.19
apparel-sample-data-2298667000,"[""white""]","Discover our white lightweight blouse, designed for a relaxed fit and crafted from breathable fabric. With its classic collar and versatile style, this blouse pairs effortlessly with casual trousers, making it a perfect choice for everyday wear.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91433452_0.jpg,"[""lightweight"", ""loose fit"", ""comfortable"", ""casual""]",true,White lightweight blouse,987,0.21
apparel-sample-data-2298659000,"[""white""]","Discover the charm of our elegant white blouse, featuring a flattering v-neck and three-quarter length sleeves. The loose-fit design is crafted from sheer material that adds a light, airy feel. Delicate ruffles adorn the front, while a longer ruffle at the back provides a unique twist. Perfectly paired with jeans for a casual yet sophisticated look.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91432937_0.jpg,"[""sheer"", ""ruffled"", ""elegant""]",true,Elegant White Blouse,897,0.56
apparel-sample-data-2298653000,"[""purple"", ""blue""]","Embrace a summer vibe with our floral purple and blue tank top. Crafted from a lightweight cotton blend, this piece features a relaxed fit and a flattering v-neckline. Adorned with a delicate mix of purple and blue hues, complemented by scattered white flowers, it serves as a perfect addition to your casual wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91432089_0.jpg,"[""floral"", ""lightweight"", ""summer"", ""casual""]",true,Floral Purple and Blue Tank Top,980,0.72
apparel-sample-data-2298649000,"[""white""]","Discover the charm of our White Lace Blouse, designed with intricate crocheted details along the neckline and a sophisticated high collar. Featuring long sleeves and a buttoned front, this lightweight and flowy blouse offers a relaxed fit with a slightly oversized silhouette, making it a perfect addition for both casual and formal occasions.","{""lvl0"": ""women's apparel"", ""lvl1"": ""women's apparel > tops""}",85,tops,https://storage.googleapis.com/landingpage-al/91431653_0.jpg,"[""multicolor"", ""lace"", ""elegant"", ""oversized""]",true,White Lace Blouse,982,0.9
apparel-sample-data-2298646000,"[""light blue"", ""white""]","Discover a stylish addition to your wardrobe with our light blue striped blouse. Crafted from lightweight fabric, this shirt features a classic collar and white accents at the cuffs. Designed for a relaxed fit, it effortlessly combines comfort with elegance, making it perfect for everyday wear.","{""lvl0"": ""clothing"", ""lvl1"": ""clothing > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91430849_0.jpg,"[""striped"", ""light blue"", ""loose fit""]",true,Light Blue Striped Blouse,980,0.37
apparel-sample-data-2298645000,"[""black""]","Discover effortless style with our black loose-fit blouse, crafted from a lightweight rayon-cotton blend. Featuring three-quarter length sleeves, a flattering v-neckline, and a delicate ruffled hemline, this top combines comfort and elegance for your everyday wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91430781_0.jpg,"[""casual"", ""comfortable"", ""lightweight""]",true,Black loose-fit blouse,876,0.72
apparel-sample-data-2298641000,"[""gray"", ""black"", ""white""]","Discover our stylish multicolor blouse featuring a v-neck design and long sleeves. Crafted from a lightweight blend, this top showcases an eye-catching print that effortlessly transitions from casual to semi-formal occasions.","{""lvl0"": ""women's apparel"", ""lvl1"": ""women's apparel > tops > blouses""}",45,blouses,https://storage.googleapis.com/landingpage-al/91430345_0.jpg,"[""multicolor"", ""pleated"", ""casual"", ""semi-formal""]",true,Multicolor V-Neck Blouse,890,0.55
apparel-sample-data-2298633000,"[""black""]","Discover sophistication with our elegant black top featuring a graceful bow at the neckline. Crafted from a lustrous fabric with a loose fit, this blouse is a perfect addition to your wardrobe for a versatile and chic look.","{""lvl0"": ""women's clothing"", ""lvl1"": ""women's clothing > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91429544_0.jpg,"[""sleeveless"", ""tie-neck"", ""elegant"", ""plus size""]",true,Elegant Black Bow-Accent Top,890,0.1
apparel-sample-data-2298625000,"[""blue"", ""green"", ""white"", ""red""]","Discover the charm of our plaid shirt dress, designed with a stylish black collar and a front button closure. Crafted from soft material, this piece offers a comfortable, loose fit, perfect for casual outings. The eye-catching plaid pattern features shades of green, white, and red, making it a versatile addition to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91428845_0.jpg,"[""plaid"", ""casual"", ""soft fabric""]",true,Plaid Shirt Dress with Black Collar,896,0.27
apparel-sample-data-2298624000,"[""dark blue""]","Discover the perfect blend of comfort and style with our dark blue loose-fitting blouse. This long-sleeved shirt features a round neckline and a front button placket, offering an effortlessly chic look. Made from lightweight fabric, this versatile piece can be styled for casual outings or dressed up for special occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,blouses,https://storage.googleapis.com/landingpage-al/91428807_0.jpg,"[""loose fit"", ""lightweight"", ""comfortable"", ""versatile""]",true,Dark Blue Loose-Fitting Blouse,980,0.05
apparel-sample-data-2298619000,"[""white"", ""black""]","Discover the sophistication of our classic white blouse, designed with long sleeves and a refined collar. Accented with a subtle black stripe and a delicate button on the collar, this shirt exudes a polished style while maintaining a clean, minimalist aesthetic. Crafted from a silky fabric, it's perfect for both casual and formal settings.","{""lvl0"": ""tops"", ""lvl1"": ""tops > blouses""}",75,blouses,https://storage.googleapis.com/landingpage-al/91428237_0.jpg,"[""buttoned"", ""classic"", ""elegant""]",true,Classic White Blouse with Black Stripe,980,0.53
apparel-sample-data-2298615000,"[""black""]","Discover the essence of effortless style with our black shiny v-neck top. Featuring a sleek zipper at the front and a comfortable loose fit, this versatile piece is perfect for casual outings or a polished look. The stylish silver zipper adds a modern touch, making it a must-have addition to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91427869_0.jpg,"[""v-neck"", ""zipper"", ""casual"", ""shiny""]",true,Black shiny v-neck top,897,0.29
apparel-sample-data-2298609000,"[""black"", ""white""]","Discover sophistication with our elegant black and white chiffon blouse. This sleeveless design features a charming bow at the neckline that offers a stylish contrast against the rich black fabric, perfect for a polished look.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91427501_0.jpg,"[""chiffon"", ""contrast"", ""elegant""]",true,Elegant Black and White Chiffon Blouse,876,0.58
apparel-sample-data-2298604000,"[""red"", ""black""]","Discover effortless style with our floral print long sleeve blouse. Crafted from lightweight georgette, this blouse features a classic collared neckline and a button placket, offering a relaxed fit perfect for warm days. The vibrant red, yellow, and white flowers on a bold black background make it a standout piece.","{""lvl0"": ""tops"", ""lvl1"": ""tops > blouses""}",49.99,blouses,https://storage.googleapis.com/landingpage-al/91426616_0.jpg,"[""floral"", ""georgette"", ""lightweight"", ""bohemian""]",true,Floral Print Long Sleeve Blouse,875,0.8
apparel-sample-data-2298601000,"[""purple""]","Discover the charm of our purple lightweight blouse, designed with a round neckline and long sleeves featuring a stylish keyhole detail at the front. Crafted from airy material, this blouse offers a relaxed fit, making it a perfect choice for both casual and semi-formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",65,tops,https://storage.googleapis.com/landingpage-al/91426491_0.jpg,"[""lightweight"", ""relaxed fit"", ""elegant""]",true,Purple Lightweight Blouse,879,0.38
apparel-sample-data-2298598000,"[""white""]","Introducing our elegant white blouse, featuring a charming ruffled collar and a stylish front tie. Crafted from lightweight fabric, this long-sleeve piece evokes a bohemian spirit with its relaxed fit and loose silhouette, making it a perfect addition to any casual wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91426291_0.jpg,"[""bohemian"", ""v-neck"", ""lightweight"", ""relaxed fit""]",true,White ruffled collar blouse,980,0.83
apparel-sample-data-2298597000,"[""black"", ""white""]","Discover sophistication with our black and white lace blouse. This stylish piece features a high neckline and long sleeves, with an intricate lace design adorning the front, while the back remains a classic solid black. Pair it effortlessly with a black skirt for a polished look.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91426194_0.jpg,"[""lace-inset"", ""elegant"", ""women's""]",true,Elegant Black and White Lace Blouse,942,0.76
apparel-sample-data-2298595000,"[""black"", ""white""]","Introducing our black and white floral printed sleeveless top. Featuring a round neckline, this elegant piece showcases a subtle pattern of small white flowers against a sleek black backdrop. Crafted from a luxurious shiny material, it adds a touch of sophistication to any outfit.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91425851_0.jpg,"[""embroidered"", ""floral"", ""sleeveless""]",true,Floral Printed Sleeveless Top,980,0.34
apparel-sample-data-2298588000,"[""black"", ""brown""]","Discover the charm of our multicolored floral blouse, featuring a ruffled neckline that adds a playful touch. Crafted from luxurious silky material, this bohemian-style blouse showcases a loose fit and flowy design, making it ideal for both casual outings and stylish layering.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",65,tops,https://storage.googleapis.com/landingpage-al/91425030_0.jpg,"[""bohemian"", ""floral"", ""silky""]",true,Multicolored floral blouse,890,0.18
apparel-sample-data-2298584000,"[""green"", ""white""]","Introducing our stylish green and white polka dot blouse, designed with a button-down collar and a relaxed fit for everyday comfort. Crafted from soft material, this blouse seamlessly combines elegance with ease, making it a versatile addition to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91424124_0.jpg,"[""polka dot"", ""comfortable"", ""chic""]",true,Green and White Polka Dot Blouse,986,0.62
apparel-sample-data-2298581000,"[""black""]","Discover the perfect blend of comfort and style with our black loose-fit blouse. Crafted from soft materials, this shirt features a classic folded collar and a stylish button closure, making it a versatile addition to your wardrobe for both casual outings and relaxed office days.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91423288_1.jpg,"[""soft"", ""casual"", ""comfortable""]",true,Black Loose-Fit Blouse,876,0.29
apparel-sample-data-2298577000,"[""white""]","Discover our elegant white blouse, designed with a comfortable loose fit and a charming ruffled collar. The delicate tie at the neck, crafted from sheer material, can be beautifully styled in a bow, adding a touch of sophistication to your everyday wardrobe. Perfect for both casual outings and office wear.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91423010_0.jpg,"[""white"", ""blouse"", ""ruffled"", ""casual""]",true,Elegant White Blouse with Ruffled Collar,980,0.74
apparel-sample-data-2298575000,"[""white""]","Discover the charm of our White Lace Blouse, featuring a high neckline and long sleeves crafted from sheer fabric with a delicate striped pattern. The loose fit and intricate lace details on the neckline and sleeves effortlessly enhance your feminine silhouette, making it a perfect choice for both casual and formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91422747_0.jpg,"[""lace"", ""feminine"", ""elegant""]",true,White Lace Blouse,890,0.03
apparel-sample-data-2298574000,"[""white""]","Discover our elegant white blouse featuring a delicate ruffled neckline crafted from intricate lace. Designed with a relaxed fit and long sleeves, this blouse is perfect for casual outings while maintaining a chic and comfortable style.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91422746_0.jpg,"[""multicolor"", ""scalloped"", ""casual"", ""relaxed fit""]",true,White Ruffled Neckline Blouse,879,0.86
apparel-sample-data-2298570000,"[""white""]","Discover the charm of our white lace top, featuring a high collar and intricately designed crochet lace. This lightweight piece, crafted from soft fabric, brings a touch of bohemian elegance to your wardrobe, making it ideal for both casual and dressy occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91422393_0.jpg,"[""multicolor"", ""lace"", ""bohemian""]",true,White Lace Top,948,0.86
apparel-sample-data-2298563000,"[""black"", ""white"", ""blue""]","Discover our floral printed top that combines classic black and white tones with a relaxed fit. Featuring a stylish v-neckline and long sleeves adorned with an exquisite floral pattern, this top is perfect for casual outings or layered for a stylish ensemble.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91421945_0.jpg,"[""floral"", ""v-neck"", ""loose fit"", ""elegant""]",true,Floral Printed V-Neck Top,892,0.07
apparel-sample-data-2298562000,"[""black""]","Discover the perfect blend of style and comfort with our black zippered blouse. Crafted from shiny material, this long-sleeve top features a chic silver zipper accent and a relaxed fit, making it an ideal choice for both casual outings and stylish layering.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",70,tops,https://storage.googleapis.com/landingpage-al/91421835_0.jpg,"[""black"", ""casual"", ""long sleeve"", ""versatile""]",true,Black zippered blouse,897,0.76
apparel-sample-data-2298558000,"[""blue"", ""yellow"", ""white""]","Discover the charm of our floral printed blouse, beautifully crafted with a blend of silk and cotton. This blouse showcases a delightful mix of yellow, blue, and white hues, featuring a relaxed fit and a stylish v-neckline. Perfect for both bohemian and modern outfits, it's designed to be worn effortlessly, adding a touch of elegance to your casual look.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91421126_0.jpg,"[""floral"", ""bohemian"", ""modern"", ""silk"", ""casual""]",true,Floral Printed Blouse,932,0.29
apparel-sample-data-2298544000,"[""blue""]","Discover the effortless charm of our blue blouse featuring a stylish cowl neckline. Made from lightweight fabric, this blouse offers a relaxed fit, complemented by long, loose sleeves and a delicate waist tie. Perfect for both casual outings and elegant occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91419342_1.jpg,"[""blue"", ""kimono"", ""loose_fit"", ""cowl_neck""]",true,Blue Cowl Neck Blouse,932,0.11
apparel-sample-data-2298536000,"[""black""]","Discover the charm of our black blouse, beautifully adorned with a delicate white lace overlay featuring an elegant floral design. Made from stretchy material, it offers a comfortable fit while the round neckline adds a classic touch, making it a versatile addition to any wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91418375_0.jpg,"[""embroidered"", ""lace"", ""floral""]",true,Black Lace Overlay Blouse,980,0.21
apparel-sample-data-2298513000,"[""purple""]","Discover the charm of our purple high-low blouse, designed with a deep, rich hue that perfectly complements the fall season. Crafted from soft fabric, it features a flattering v-neckline and a loose, flowy silhouette that ensures comfort without compromising style. Ideal for any occasion, this blouse is a versatile addition to your wardrobe.","{""lvl0"": ""women's clothing"", ""lvl1"": ""women's clothing > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91414591_0.jpg,"[""purple"", ""high-low"", ""flowy"", ""comfortable""]",true,Purple High-Low Blouse,981,0.21
apparel-sample-data-2298510000,"[""orange""]","Discover effortless style with our printed orange silk-like blouse, designed with a relaxed silhouette and long sleeves for a sophisticated yet comfortable look. Ideal for both casual outings and chic gatherings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops > blouses""}",75,blouses,https://storage.googleapis.com/landingpage-al/91414394_0.jpg,"[""printed"", ""silk-like"", ""loose fit"", ""long sleeves""]",true,Printed Orange Silk-like Blouse,980,0.49
apparel-sample-data-2298507000,"[""beige""]","Discover comfort and style with our beige graphic hoodie. This cozy piece features a front zipper, a charming design of a star and crescent moon, and a practical kangaroo pocket. With its soft material and relaxed fit, it's perfect for casual outings or lounging at home.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",65,tops,https://storage.googleapis.com/landingpage-al/91413360_0.jpg,"[""multicolor"", ""printed"", ""casual"", ""comfortable""]",true,Beige Graphic Hoodie,875,0.98
apparel-sample-data-2298505000,"[""peach""]","Discover the charm of our peach floral blouse, designed with a sophisticated button-down front and high collar. This piece features long sleeves with buttoned cuffs, making it a versatile addition to your wardrobe for both casual and elegant looks.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91412821_0.jpg,"[""floral"", ""trendy"", ""plus size"", ""button-down"", ""elegant""]",true,Peach Floral Blouse,942,0.73
apparel-sample-data-2298502000,"[""pink""]","Discover the timeless charm of our pink silk blouse, designed with a loose-fitting silhouette that gracefully drapes over your body. Featuring a square neckline and sleeveless style, this blouse exudes effortless elegance and pairs beautifully with your favorite bottoms.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",85,tops,https://storage.googleapis.com/landingpage-al/91412507_0.jpg,"[""silk"", ""relaxed"", ""elegant""]",true,Pink Silk Blouse,876,0.04
apparel-sample-data-2298501000,"[""brown""]","Discover the charm of our brown silk blouse, designed for both comfort and sophistication. Featuring a front button placket adorned with two elegant silver buttons, this blouse offers long sleeves and a relaxed fit that seamlessly transitions from casual outings to more refined gatherings. The high-quality silk material adds a touch of luxury to your everyday wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",85,tops,https://storage.googleapis.com/landingpage-al/91412457_0.jpg,"[""silk"", ""luxurious"", ""versatile"", ""relaxed fit""]",true,Brown Silk Blouse,892,0.93
apparel-sample-data-2298500000,"[""purple""]","Discover effortless style with our purple long sleeve blouse. Crafted from a soft, flowy material, this collared shirt features a front button placket and two practical front pockets. Its loose fit ensures comfort while making it a versatile addition to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91411968_0.jpg,"[""purple"", ""roll-tab-sleeve"", ""casual"", ""comfortable""]",true,Purple Long Sleeve Blouse,984,0.83
apparel-sample-data-2298499000,"[""white""]","This elegant white off-the-shoulder blouse features charming ruffles along the neckline and long sleeves. Made from a shiny material, it showcases a chic high waist design, perfect for adding a touch of sophistication to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91411859_0.jpg,"[""multicolor"", ""off-shoulder"", ""elegant"", ""ruffles""]",true,Elegant White Off-the-Shoulder Blouse,890,0.07
apparel-sample-data-2298493000,"[""pink""]","Discover effortless style with our Women's Plus Size Pink Top. Designed with a loose fit and a scoop neckline, this top features a curved hemline crafted from soft, stretchy material, making it perfect for every casual outing.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91409679_0.jpg,"[""pink"", ""plus size"", ""casual"", ""soft fabric""]",true,Women's Plus Size Pink Top,879,0.6
apparel-sample-data-2298492000,"[""white""]","Discover the charm of our white lace top featuring a square neckline and long bell sleeves. Crafted from soft, flowy material, it drapes beautifully and adds a touch of bohemian elegance to any outfit.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91409598_0.jpg,"[""bohemian"", ""elegant"", ""lace""]",true,White Lace Bohemian Top,980,0.68
apparel-sample-data-2298486000,"[""white"", ""gold""]","Discover effortless style with our white polka dot blouse, featuring a chic metallic gold tie at the neckline. This loose-fitting design ensures comfort and versatility, making it an ideal choice for both casual outings and sophisticated gatherings.","{""lvl0"": ""tops"", ""lvl1"": ""tops > blouses""}",75,blouses,https://storage.googleapis.com/landingpage-al/91408802_0.jpg,"[""multicolor"", ""plus size"", ""side-tie"", ""casual""]",true,White Polka Dot Blouse,980,0.5
apparel-sample-data-2298484000,"[""white""]","Discover ultimate comfort with our white relaxed fit blouse. This stylish piece features a collared neckline, long sleeves, and a convenient front button placket. Crafted from lightweight material, it’s perfect for casual outings or daily wear.","{""lvl0"": ""tops"", ""lvl1"": ""tops > blouses""}",45,blouses,https://storage.googleapis.com/landingpage-al/91408510_0.jpg,"[""white"", ""relaxed-fit"", ""everyday-wear""]",true,White Relaxed Fit Blouse,876,0.18
apparel-sample-data-2298483000,"[""white""]","Discover the ideal blend of comfort and style with our white long sleeve blouse. Crafted from a sheer, lightweight material, this shirt features a button-down front and a high collar for a sophisticated look. Its loose fit offers versatility, making it suitable for both casual outings and more polished occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91408344_0.jpg,"[""multicolor"", ""lace"", ""casual"", ""versatile""]",true,White Long Sleeve Blouse,890,0.17
apparel-sample-data-2298479000,"[""white"", ""black""]","Discover the charm of our white polka dot blouse featuring a sophisticated black collar and front button placket. Crafted from a soft, lightweight material, this blouse offers a relaxed fit that drapes beautifully. With its subtle, eye-catching polka dot design, it effortlessly transitions from casual to dressy occasions, making it a timeless addition to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91407967_0.jpg,"[""polka-dot"", ""relaxed-fit"", ""versatile"", ""lightweight""]",true,White Polka Dot Blouse with Black Collar,980,0.19
apparel-sample-data-2298467000,"[""black"", ""white""]","Discover the perfect blend of style and versatility with our plaid black and white button-down shirt. Featuring a relaxed fit and classic button-down collar, this shirt showcases a striking plaid pattern characterized by bold vertical and horizontal lines. Ideal for both casual outings and formal events, it seamlessly transitions from day to night.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",55,tops,https://storage.googleapis.com/landingpage-al/91406980_0.jpg,"[""plaid"", ""casual"", ""formal""]",true,Plaid Black and White Button-Down Shirt,890,0.18
apparel-sample-data-2298453000,"[""brown"", ""white""]","Discover a versatile addition to your wardrobe with our brown and white striped ruffled top. Featuring a playful ruffled neckline and a stylish tie at the bottom, this stretchy fabric piece offers comfort and flair, making it perfect for both casual outings and everyday wear.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91403468_0.jpg,"[""multicolor"", ""comfortable"", ""casual"", ""stylish""]",true,Brown and White Striped Ruffled Top,942,0.89
apparel-sample-data-2298452000,"[""red"", ""blue""]","Introduce a touch of nature to your wardrobe with this floral print blouse. Crafted from soft, flowy material, it features a chic mandarin collar and long sleeves, offering a comfortable loose fit perfect for casual outings or relaxed gatherings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",49.99,tops,https://storage.googleapis.com/landingpage-al/91402891_0.jpg,"[""floral"", ""loose fit"", ""comfortable""]",true,Floral Print Blouse,980,0.44
apparel-sample-data-2298451000,"[""brown"", ""black"", ""red""]","Discover the charm of our Brown and Black Floral Shirt, designed with a high collar and long sleeves. Crafted from soft material, this shirt features a loose fit adorned with delicate floral patterns in earthy tones, ideal for transitioning effortlessly between formal and casual settings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91402538_0.jpg,"[""floral"", ""casual"", ""sophisticated""]",true,Brown and Black Floral Shirt,892,0.42
apparel-sample-data-2298450000,"[""white"", ""gray""]","Discover a sophisticated blend of comfort and style with our white and gray floral print blouse. Featuring a loose fit, a high neckline adorned with a ruffled collar, and long sleeves with ruffled cuffs, this lightweight top is perfect for both casual and formal occasions, crafted from breathable fabric for easy wear.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91401921_0.jpg,"[""gray"", ""printed"", ""off-the-shoulder"", ""elegant""]",true,White and Gray Floral Print Blouse,890,0.21
apparel-sample-data-2298437000,"[""black"", ""white""]","Discover the charm of our black and white floral top, designed with a rounded neckline and short sleeves. The vibrant floral pattern, featuring hues of pink, red, and purple complemented by green leaves, brings a lively touch. Crafted from a lightweight, flowy material, this top ensures a comfortable and relaxed fit, making it perfect for both casual outings and special occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91395290_0.jpg,"[""floral"", ""relaxed-fit"", ""chiffon"", ""elegant""]",true,Black and White Floral Top,1082,0.7
apparel-sample-data-2298433000,"[""white"", ""cream""]","Discover the sophistication of our white silk blouse, designed with a high neckline and a relaxed fit. Made from luxurious shiny silk, this blouse features long, flowy sleeves and a comfortable silhouette, making it perfect for both casual and formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",85,tops,https://storage.googleapis.com/landingpage-al/91392343_1.jpg,"[""multicolor"", ""smocked"", ""charmeuse"", ""elegant""]",true,White Silk Blouse,982,0.05
apparel-sample-data-2298422000,"[""white"", ""black""]","Discover the sophisticated charm of our white and black silk blouse. Featuring a crisp white collar, striking black cuffs, and delicate black buttons, this long-sleeved blouse combines modern elegance with classic style. The front pocket adds a functional detail, making it suitable for both casual and formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",85,tops,https://storage.googleapis.com/landingpage-al/91390037_0.jpg,"[""silk"", ""elegant"", ""collared""]",true,White and Black Silk Blouse,2047,0.67
apparel-sample-data-2298416000,"[""black""]","Discover effortless style with our Black Lace-Up Blouse. This piece features a deep V-neckline and long sleeves, crafted from a soft, flowy fabric for a comfortable fit. The intricate lace-up detailing, enhanced with shiny metallic thread, lends a touch of sophistication to this relaxed, bohemian-inspired top. Perfect for layering over a basic tee or dressing up with your favorite accessories.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91388319_0.jpg,"[""black"", ""lace-up"", ""silk"", ""bohemian"", ""elegant""]",true,Black Lace-Up Blouse,890,0.28
apparel-sample-data-2298414000,"[""red"", ""gold""]","Discover the charm of our red polka dot blouse, featuring a sophisticated high collar and long sleeves. The front button placket adds a classic touch, while the sheer red mesh overlay, embellished with a gold metallic threaded pattern, enhances its unique appeal. The neckline is elegantly adorned with a gold metallic bow, and the glossy fabric offers a luxurious, silky texture, making it perfect for both casual and formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91388162_3.jpg,"[""multicolor"", ""glitter"", ""elegant"", ""sheer""]",true,Red Polka Dot Blouse,980,0.74
apparel-sample-data-2298405000,"[""white""]","Discover the charm of our white lace blouse, designed with a flattering wrap style and complemented by a sleek black belt. The sheer lace material adds a delicate touch, while the ruffled collar and sleeves create a romantic silhouette. Perfect for pairing with a black pencil skirt for an effortlessly chic look.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",85,tops,https://storage.googleapis.com/landingpage-al/91386689_0.jpg,"[""sheer"", ""lace"", ""elegant"", ""wrap""]",true,White Lace Blouse with Black Belt,875,0.78
